Marca,Modelo,Cilindrada,Versión,Potencia,Año lanzamiento,Año matriculación,Edad actual,Código postal,Tipo carnet,Edad carnet,Tipo seguro,Precio mínimo
YAMAHA,DELIGHT,125 cc,DELIGHT 125,8 CV,2021,2021,26,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,81€
YAMAHA,DELIGHT,125 cc,DELIGHT 125,8 CV,2021,2021,26,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,99€
YAMAHA,DELIGHT,125 cc,DELIGHT 125,8 CV,2021,2021,26,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,158€
YAMAHA,DELIGHT,125 cc,DELIGHT 125,8 CV,2021,2021,26,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Todo riesgo con franquicia,261€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,08001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,373€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,08001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,390€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,08001,A1 (para conducir motos de hasta 125cc),19,Terceros ampliado,702€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,08001,A1 (para conducir motos de hasta 125cc),19,Todo riesgo con franquicia,1.322€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,314€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,331€
