Marca,Modelo,Cilindrada,Versión,Potencia,Año lanzamiento,Año matriculación,Edad actual,Código postal,Tipo carnet,Edad carnet,Tipo seguro,Precio mínimo
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),22,Terceros con asistencia en viaje,277€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),22,Terceros ampliado,514€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),22,Todo riesgo con franquicia,1.039€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,183€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,200€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),19,Terceros ampliado,363€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),19,Todo riesgo con franquicia,647€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros sin asistencia en viaje,234€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros con asistencia en viaje,251€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros ampliado,462€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Todo riesgo con franquicia,880€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,161€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,178€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,320€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Todo riesgo con franquicia,589€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),22,Terceros sin asistencia en viaje,208€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),22,Terceros con asistencia en viaje,225€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),22,Terceros ampliado,412€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),22,Todo riesgo con franquicia,826€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,147€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,164€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),19,Terceros ampliado,293€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),19,Todo riesgo con franquicia,517€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros sin asistencia en viaje,187€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros con asistencia en viaje,204€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros ampliado,371€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Todo riesgo con franquicia,701€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,130€
