Marca,Modelo,Cilindrada,Versión,Potencia,Año lanzamiento,Año matriculación,Edad actual,Código postal,Tipo carnet,Edad carnet,Tipo seguro,Precio mínimo
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros ampliado,1.176€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,184€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,200€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,745€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,08001,Licencia de ciclomotor,22,Terceros sin asistencia en viaje,356€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,08001,Licencia de ciclomotor,22,Terceros con asistencia en viaje,373€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,08001,Licencia de ciclomotor,19,Terceros sin asistencia en viaje,242€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,08001,Licencia de ciclomotor,19,Terceros con asistencia en viaje,258€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),22,Terceros sin asistencia en viaje,237€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),22,Terceros con asistencia en viaje,254€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),22,Terceros ampliado,987€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,167€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,184€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),19,Terceros ampliado,610€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros sin asistencia en viaje,214€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros con asistencia en viaje,230€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros ampliado,987€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,147€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,164€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,610€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,Licencia de ciclomotor,22,Terceros sin asistencia en viaje,284€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,Licencia de ciclomotor,22,Terceros con asistencia en viaje,300€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,Licencia de ciclomotor,19,Terceros sin asistencia en viaje,193€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,22,28001,Licencia de ciclomotor,19,Terceros con asistencia en viaje,210€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),26,Terceros sin asistencia en viaje,238€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),26,Terceros con asistencia en viaje,254€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),26,Terceros ampliado,792€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),23,Terceros sin asistencia en viaje,171€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),23,Terceros con asistencia en viaje,187€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),23,Terceros ampliado,532€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,130€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,147€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),19,Terceros ampliado,473€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",26,Terceros sin asistencia en viaje,214€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",26,Terceros con asistencia en viaje,231€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",26,Terceros ampliado,792€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",23,Terceros sin asistencia en viaje,152€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",23,Terceros con asistencia en viaje,168€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",23,Terceros ampliado,532€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,116€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,133€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,473€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,Licencia de ciclomotor,26,Terceros sin asistencia en viaje,293€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,Licencia de ciclomotor,26,Terceros con asistencia en viaje,310€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,Licencia de ciclomotor,23,Terceros sin asistencia en viaje,210€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,Licencia de ciclomotor,23,Terceros con asistencia en viaje,226€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,Licencia de ciclomotor,19,Terceros sin asistencia en viaje,160€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,08001,Licencia de ciclomotor,19,Terceros con asistencia en viaje,176€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,A1 (para conducir motos de hasta 125cc),26,Terceros sin asistencia en viaje,190€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,A1 (para conducir motos de hasta 125cc),26,Terceros con asistencia en viaje,207€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,A1 (para conducir motos de hasta 125cc),26,Terceros ampliado,651€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,A1 (para conducir motos de hasta 125cc),23,Terceros sin asistencia en viaje,137€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,A1 (para conducir motos de hasta 125cc),23,Terceros con asistencia en viaje,154€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,A1 (para conducir motos de hasta 125cc),23,Terceros ampliado,424€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,106€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,122€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,A1 (para conducir motos de hasta 125cc),19,Terceros ampliado,372€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",26,Terceros sin asistencia en viaje,172€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",26,Terceros con asistencia en viaje,188€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",26,Terceros ampliado,651€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",23,Terceros sin asistencia en viaje,122€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",23,Terceros con asistencia en viaje,139€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",23,Terceros ampliado,424€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,94€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,111€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,372€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,Licencia de ciclomotor,26,Terceros sin asistencia en viaje,234€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,Licencia de ciclomotor,26,Terceros con asistencia en viaje,250€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,Licencia de ciclomotor,23,Terceros sin asistencia en viaje,168€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,Licencia de ciclomotor,23,Terceros con asistencia en viaje,185€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,Licencia de ciclomotor,19,Terceros sin asistencia en viaje,129€
PIAGGIO,VESPA 50,50 cc,VESPA 50 SPRINT RACING SIXTIES,3 CV,2020,2020,26,28001,Licencia de ciclomotor,19,Terceros con asistencia en viaje,145€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,08001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,347€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,08001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,364€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,08001,A1 (para conducir motos de hasta 125cc),19,Terceros ampliado,653€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,08001,A1 (para conducir motos de hasta 125cc),19,Todo riesgo con franquicia,1.228€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,292€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,309€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,551€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Todo riesgo con franquicia,1.042€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,28001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,277€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,28001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,294€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,28001,A1 (para conducir motos de hasta 125cc),19,Terceros ampliado,522€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,28001,A1 (para conducir motos de hasta 125cc),19,Todo riesgo con franquicia,976€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,233€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,250€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,441€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,19,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Todo riesgo con franquicia,829€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),22,Terceros sin asistencia en viaje,262€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),22,Terceros con asistencia en viaje,279€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),22,Terceros ampliado,495€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),22,Todo riesgo con franquicia,992€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,185€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,202€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),19,Terceros ampliado,350€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,A1 (para conducir motos de hasta 125cc),19,Todo riesgo con franquicia,619€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros sin asistencia en viaje,236€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros con asistencia en viaje,253€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros ampliado,446€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Todo riesgo con franquicia,842€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,163€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,180€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,309€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Todo riesgo con franquicia,564€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),22,Terceros sin asistencia en viaje,210€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),22,Terceros con asistencia en viaje,227€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),22,Terceros ampliado,397€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),22,Todo riesgo con franquicia,790€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,149€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,166€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),19,Terceros ampliado,283€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,28001,A1 (para conducir motos de hasta 125cc),19,Todo riesgo con franquicia,495€
PIAGGIO,VESPA 125,125 cc,VESPA 125 SPRINT RACING SIXTIES,11 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros sin asistencia en viaje,189€
